id,race_created,race_driven,track_id,challenger,opponent,money,fuel_consumption,winner,status,forecast,weather
14,2012-03-06 00:00:00,2012-03-06 00:20:00,12,5,3,30,0.63,3,finished,"a:4:{s:5:""sunny"";i:90;s:5:""rainy"";i:5;s:8:""thundery"";i:5;s:5:""snowy"";i:0;}",sunny
15,2012-03-06 00:00:00,2012-03-06 00:24:00,12,3,5,30,0.375,3,finished,"a:4:{s:5:""sunny"";i:80;s:5:""rainy"";i:10;s:8:""thundery"";i:0;s:5:""snowy"";i:10;}",sunny
16,2012-03-06 00:00:00,2012-03-06 00:25:00,12,5,3,30,0.63,5,finished,"a:4:{s:5:""sunny"";i:0;s:5:""rainy"";i:0;s:8:""thundery"";i:50;s:5:""snowy"";i:50;}",thundery
17,2012-03-06 00:00:00,,12,3,8,30,0.375,0,declined,"a:4:{s:5:""sunny"";i:95;s:5:""rainy"";i:0;s:8:""thundery"";i:0;s:5:""snowy"";i:5;}",
18,2012-03-06 00:00:00,,12,8,10,30,0.63,0,retired,"a:4:{s:5:""sunny"";i:20;s:5:""rainy"";i:65;s:8:""thundery"";i:5;s:5:""snowy"";i:10;}",
19,2012-03-06 00:00:00,2012-03-06 00:30:00,12,8,3,50,0.63,8,finished,"a:4:{s:5:""sunny"";i:100;s:5:""rainy"";i:0;s:8:""thundery"";i:0;s:5:""snowy"";i:0;}",sunny
20,2012-03-06 00:00:00,2012-03-06 00:41:00,12,3,8,30,0.375,8,finished,"a:4:{s:5:""sunny"";i:5;s:5:""rainy"";i:60;s:8:""thundery"";i:5;s:5:""snowy"";i:30;}",thundery
21,2012-03-06 00:00:00,2012-03-06 00:41:00,12,3,8,30,0.375,8,finished,"a:4:{s:5:""sunny"";i:90;s:5:""rainy"";i:10;s:8:""thundery"";i:0;s:5:""snowy"";i:0;}",sunny
22,2012-03-06 00:00:00,2012-03-06 00:41:00,12,3,20,30,0.375,20,finished,"a:4:{s:5:""sunny"";i:40;s:5:""rainy"";i:60;s:8:""thundery"";i:0;s:5:""snowy"";i:0;}",sunny
23,2012-03-06 00:00:00,,12,8,3,30,0.645,0,retired,"a:4:{s:5:""sunny"";i:35;s:5:""rainy"";i:40;s:8:""thundery"";i:10;s:5:""snowy"";i:15;}",
24,2012-03-06 00:00:00,2012-03-06 00:43:00,12,8,20,30,0.645,8,finished,"a:4:{s:5:""sunny"";i:15;s:5:""rainy"";i:80;s:8:""thundery"";i:0;s:5:""snowy"";i:5;}",rainy
25,2012-03-06 00:00:00,,12,8,0,30,0.645,0,retired,"a:4:{s:5:""sunny"";i:60;s:5:""rainy"";i:40;s:8:""thundery"";i:0;s:5:""snowy"";i:0;}",
26,2012-03-06 00:00:00,2012-03-06 00:47:00,12,8,20,30,0.645,8,finished,"a:4:{s:5:""sunny"";i:5;s:5:""rainy"";i:45;s:8:""thundery"";i:50;s:5:""snowy"";i:0;}",thundery
27,2012-03-06 00:00:00,,12,20,1,50,0.375,0,retired,"a:4:{s:5:""sunny"";i:35;s:5:""rainy"";i:5;s:8:""thundery"";i:50;s:5:""snowy"";i:10;}",
28,2012-03-06 00:00:00,2012-03-06 07:25:00,12,20,5,50,0.375,5,finished,"a:4:{s:5:""sunny"";i:15;s:5:""rainy"";i:10;s:8:""thundery"";i:70;s:5:""snowy"";i:5;}",sunny
29,2012-03-06 00:00:00,2012-03-06 00:51:00,12,20,22,30,0.375,22,finished,"a:4:{s:5:""sunny"";i:30;s:5:""rainy"";i:45;s:8:""thundery"";i:15;s:5:""snowy"";i:10;}",sunny
30,2012-03-06 00:00:00,2012-03-06 00:55:00,12,20,8,50,0.375,8,finished,"a:4:{s:5:""sunny"";i:75;s:5:""rainy"";i:15;s:8:""thundery"";i:5;s:5:""snowy"";i:5;}",sunny
31,2012-03-06 00:00:00,2012-03-06 00:55:00,12,22,8,30,0.375,8,finished,"a:4:{s:5:""sunny"";i:40;s:5:""rainy"";i:5;s:8:""thundery"";i:35;s:5:""snowy"";i:20;}",sunny
32,2012-03-06 00:00:00,,12,8,22,50,0.645,0,declined,"a:4:{s:5:""sunny"";i:45;s:5:""rainy"";i:0;s:8:""thundery"";i:0;s:5:""snowy"";i:55;}",
33,2012-03-06 00:00:00,,12,8,0,30,0.645,0,retired,"a:4:{s:5:""sunny"";i:60;s:5:""rainy"";i:5;s:8:""thundery"";i:5;s:5:""snowy"";i:30;}",
34,2012-03-06 00:00:00,2012-03-06 05:21:00,12,8,21,30,0.645,21,finished,"a:4:{s:5:""sunny"";i:75;s:5:""rainy"";i:5;s:8:""thundery"";i:10;s:5:""snowy"";i:10;}",thundery
35,2012-03-06 00:00:00,,12,8,14,30,0.645,0,retired,"a:4:{s:5:""sunny"";i:15;s:5:""rainy"";i:70;s:8:""thundery"";i:0;s:5:""snowy"";i:15;}",
36,2012-03-06 00:00:00,,12,8,2,30,0.645,0,retired,"a:4:{s:5:""sunny"";i:70;s:5:""rainy"";i:15;s:8:""thundery"";i:0;s:5:""snowy"";i:15;}",
37,2012-03-06 00:00:00,2012-03-06 06:50:00,12,21,30,30,0.915,21,finished,"a:4:{s:5:""sunny"";i:80;s:5:""rainy"";i:15;s:8:""thundery"";i:0;s:5:""snowy"";i:5;}",sunny
38,2012-03-06 00:00:00,2012-03-06 06:50:00,12,21,8,30,0.915,8,finished,"a:4:{s:5:""sunny"";i:100;s:5:""rainy"";i:0;s:8:""thundery"";i:0;s:5:""snowy"";i:0;}",sunny
39,2012-03-06 00:00:00,,12,8,29,30,0.795,0,retired,"a:4:{s:5:""sunny"";i:20;s:5:""rainy"";i:10;s:8:""thundery"";i:25;s:5:""snowy"";i:45;}",
40,2012-03-06 00:00:00,,12,8,30,30,0.795,0,retired,"a:4:{s:5:""sunny"";i:65;s:5:""rainy"";i:20;s:8:""thundery"";i:15;s:5:""snowy"";i:0;}",
41,2012-03-06 00:00:00,2012-03-06 08:34:00,12,5,20,30,0.66,20,finished,"a:4:{s:5:""sunny"";i:35;s:5:""rainy"";i:45;s:8:""thundery"";i:5;s:5:""snowy"";i:15;}",snowy
42,2012-03-06 00:00:00,2012-03-06 07:42:00,12,5,8,30,0.75,8,finished,"a:4:{s:5:""sunny"";i:20;s:5:""rainy"";i:10;s:8:""thundery"";i:0;s:5:""snowy"";i:70;}",sunny
43,2012-03-06 00:00:00,2012-03-06 14:31:00,12,5,36,30,0.765,36,finished,"a:4:{s:5:""sunny"";i:25;s:5:""rainy"";i:65;s:8:""thundery"";i:0;s:5:""snowy"";i:10;}",sunny
44,2012-03-06 00:00:00,2012-03-06 08:21:00,12,20,46,30,0.51,20,finished,"a:4:{s:5:""sunny"";i:20;s:5:""rainy"";i:20;s:8:""thundery"";i:45;s:5:""snowy"";i:15;}",rainy
45,2012-03-06 00:00:00,,12,20,19,30,0.51,0,retired,"a:4:{s:5:""sunny"";i:95;s:5:""rainy"";i:5;s:8:""thundery"";i:0;s:5:""snowy"";i:0;}",
46,2012-03-06 00:00:00,,12,5,20,150,0.765,0,retired,"a:4:{s:5:""sunny"";i:80;s:5:""rainy"";i:15;s:8:""thundery"";i:0;s:5:""snowy"";i:5;}",
47,2012-03-06 00:00:00,,12,5,46,50,0.765,0,declined,"a:4:{s:5:""sunny"";i:25;s:5:""rainy"";i:25;s:8:""thundery"";i:25;s:5:""snowy"";i:25;}",
48,2012-03-06 00:00:00,,12,5,46,30,0.765,0,declined,"a:4:{s:5:""sunny"";i:45;s:5:""rainy"";i:40;s:8:""thundery"";i:0;s:5:""snowy"";i:15;}",
49,2012-03-06 00:00:00,2012-03-06 08:32:00,12,20,5,30,0.51,20,finished,"a:4:{s:5:""sunny"";i:65;s:5:""rainy"";i:0;s:8:""thundery"";i:30;s:5:""snowy"";i:5;}",sunny
50,2012-03-06 00:00:00,,12,20,47,50,0.51,0,declined,"a:4:{s:5:""sunny"";i:65;s:5:""rainy"";i:15;s:8:""thundery"";i:0;s:5:""snowy"";i:20;}",
51,2012-03-06 00:00:00,2012-03-06 10:52:00,12,5,20,60,0.795,5,finished,"a:4:{s:5:""sunny"";i:40;s:5:""rainy"";i:60;s:8:""thundery"";i:0;s:5:""snowy"";i:0;}",sunny
52,2012-03-06 00:00:00,2012-03-06 08:40:00,12,5,48,30,0.795,5,finished,"a:4:{s:5:""sunny"";i:75;s:5:""rainy"";i:10;s:8:""thundery"";i:10;s:5:""snowy"";i:5;}",sunny
53,2012-03-06 00:00:00,2012-03-06 08:46:00,12,48,5,30,0.375,5,finished,"a:4:{s:5:""sunny"";i:40;s:5:""rainy"";i:30;s:8:""thundery"";i:5;s:5:""snowy"";i:25;}",sunny
54,2012-03-06 00:00:00,2012-03-06 08:46:00,12,48,5,30,0.375,5,finished,"a:4:{s:5:""sunny"";i:30;s:5:""rainy"";i:30;s:8:""thundery"";i:10;s:5:""snowy"";i:30;}",snowy
55,2012-03-06 00:00:00,2012-03-06 08:40:00,12,48,46,30,0.375,46,finished,"a:4:{s:5:""sunny"";i:65;s:5:""rainy"";i:35;s:8:""thundery"";i:0;s:5:""snowy"";i:0;}",rainy
56,2012-03-06 00:00:00,2012-03-06 08:46:00,12,48,5,30,0.375,5,finished,"a:4:{s:5:""sunny"";i:70;s:5:""rainy"";i:15;s:8:""thundery"";i:5;s:5:""snowy"";i:10;}",sunny
57,2012-03-06 00:00:00,2012-03-06 08:41:00,12,48,46,30,0.375,46,finished,"a:4:{s:5:""sunny"";i:15;s:5:""rainy"";i:40;s:8:""thundery"";i:15;s:5:""snowy"";i:30;}",snowy
58,2012-03-06 00:00:00,,12,48,0,30,0.375,0,retired,"a:4:{s:5:""sunny"";i:30;s:5:""rainy"";i:35;s:8:""thundery"";i:25;s:5:""snowy"";i:10;}",
59,2012-03-06 00:00:00,2012-03-06 08:41:00,12,48,46,30,0.375,46,finished,"a:4:{s:5:""sunny"";i:85;s:5:""rainy"";i:10;s:8:""thundery"";i:5;s:5:""snowy"";i:0;}",rainy
60,2012-03-06 00:00:00,2012-03-06 11:41:00,12,5,20,100,0.975,5,finished,"a:4:{s:5:""sunny"";i:55;s:5:""rainy"";i:35;s:8:""thundery"";i:10;s:5:""snowy"";i:0;}",sunny
61,2012-03-06 00:00:00,,12,5,50,30,0.975,0,retired,"a:4:{s:5:""sunny"";i:55;s:5:""rainy"";i:15;s:8:""thundery"";i:15;s:5:""snowy"";i:15;}",
62,2012-03-06 00:00:00,2012-03-06 10:46:00,12,5,49,30,0.975,5,finished,"a:4:{s:5:""sunny"";i:55;s:5:""rainy"";i:0;s:8:""thundery"";i:30;s:5:""snowy"";i:15;}",sunny
63,2012-03-06 00:00:00,2012-03-06 10:32:00,12,5,48,150,0.975,5,finished,"a:4:{s:5:""sunny"";i:30;s:5:""rainy"";i:70;s:8:""thundery"";i:0;s:5:""snowy"";i:0;}",rainy
64,2012-03-06 00:00:00,2012-03-06 11:36:00,12,5,54,30,0.975,5,finished,"a:4:{s:5:""sunny"";i:15;s:5:""rainy"";i:5;s:8:""thundery"";i:25;s:5:""snowy"";i:55;}",snowy
65,2012-03-06 00:00:00,2012-03-06 12:48:00,12,5,9,30,0.975,5,finished,"a:4:{s:5:""sunny"";i:20;s:5:""rainy"";i:60;s:8:""thundery"";i:10;s:5:""snowy"";i:10;}",snowy
66,2012-03-06 00:00:00,2012-03-06 10:17:00,12,22,48,30,0.375,48,finished,"a:4:{s:5:""sunny"";i:95;s:5:""rainy"";i:5;s:8:""thundery"";i:0;s:5:""snowy"";i:0;}",sunny
67,2012-03-06 00:00:00,2012-03-06 13:15:00,12,48,21,30,0.375,21,finished,"a:4:{s:5:""sunny"";i:5;s:5:""rainy"";i:30;s:8:""thundery"";i:25;s:5:""snowy"";i:40;}",snowy
68,2012-03-06 00:00:00,2012-03-06 10:37:00,12,48,22,30,0.375,22,finished,"a:4:{s:5:""sunny"";i:30;s:5:""rainy"";i:5;s:8:""thundery"";i:0;s:5:""snowy"";i:65;}",snowy
69,2012-03-06 00:00:00,2012-03-06 10:36:00,12,48,22,30,0.375,22,finished,"a:4:{s:5:""sunny"";i:30;s:5:""rainy"";i:10;s:8:""thundery"";i:55;s:5:""snowy"";i:5;}",sunny
70,2012-03-06 00:00:00,2012-03-06 10:35:00,12,48,22,30,0.375,22,finished,"a:4:{s:5:""sunny"";i:20;s:5:""rainy"";i:10;s:8:""thundery"";i:55;s:5:""snowy"";i:15;}",thundery
71,2012-03-06 00:00:00,2012-03-06 10:34:00,12,48,55,30,0.375,55,finished,"a:4:{s:5:""sunny"";i:75;s:5:""rainy"";i:10;s:8:""thundery"";i:15;s:5:""snowy"";i:0;}",sunny
72,2012-03-06 00:00:00,2012-03-06 12:37:00,12,48,18,30,0.375,18,finished,"a:4:{s:5:""sunny"";i:80;s:5:""rainy"";i:15;s:8:""thundery"";i:5;s:5:""snowy"";i:0;}",sunny
73,2012-03-06 00:00:00,2012-03-06 10:33:00,12,48,55,30,0.375,55,finished,"a:4:{s:5:""sunny"";i:15;s:5:""rainy"";i:25;s:8:""thundery"";i:35;s:5:""snowy"";i:25;}",snowy
74,2012-03-06 00:00:00,2012-03-06 10:35:00,12,48,20,30,0.375,20,finished,"a:4:{s:5:""sunny"";i:100;s:5:""rainy"";i:0;s:8:""thundery"";i:0;s:5:""snowy"";i:0;}",sunny
75,2012-03-06 00:00:00,2012-03-06 10:33:00,12,48,55,30,0.375,55,finished,"a:4:{s:5:""sunny"";i:20;s:5:""rainy"";i:45;s:8:""thundery"";i:20;s:5:""snowy"";i:15;}",sunny
76,2012-03-06 00:00:00,2012-03-06 10:34:00,12,48,20,30,0.375,20,finished,"a:4:{s:5:""sunny"";i:25;s:5:""rainy"";i:70;s:8:""thundery"";i:0;s:5:""snowy"";i:5;}",rainy
77,2012-03-06 00:00:00,2012-03-06 10:31:00,12,22,48,30,0.66,22,finished,"a:4:{s:5:""sunny"";i:85;s:5:""rainy"";i:0;s:8:""thundery"";i:15;s:5:""snowy"";i:0;}",sunny
78,2012-03-06 00:00:00,2012-03-06 10:33:00,12,48,20,30,0.375,20,finished,"a:4:{s:5:""sunny"";i:90;s:5:""rainy"";i:0;s:8:""thundery"";i:0;s:5:""snowy"";i:10;}",sunny
79,2012-03-06 00:00:00,,12,48,0,30,0.375,0,retired,"a:4:{s:5:""sunny"";i:55;s:5:""rainy"";i:40;s:8:""thundery"";i:0;s:5:""snowy"";i:5;}",
80,2012-03-06 00:00:00,2012-03-06 10:38:00,12,22,55,30,0.66,22,finished,"a:4:{s:5:""sunny"";i:35;s:5:""rainy"";i:35;s:8:""thundery"";i:5;s:5:""snowy"";i:25;}",rainy
81,2012-03-06 00:00:00,2012-03-06 10:37:00,12,22,48,30,0.66,48,finished,"a:4:{s:5:""sunny"";i:100;s:5:""rainy"";i:0;s:8:""thundery"";i:0;s:5:""snowy"";i:0;}",sunny
82,2012-03-06 00:00:00,,12,20,3,50,0.51,0,retired,"a:4:{s:5:""sunny"";i:50;s:5:""rainy"";i:40;s:8:""thundery"";i:10;s:5:""snowy"";i:0;}",
83,2012-03-06 00:00:00,,12,48,0,30,0.375,0,retired,"a:4:{s:5:""sunny"";i:25;s:5:""rainy"";i:55;s:8:""thundery"";i:20;s:5:""snowy"";i:0;}",
84,2012-03-06 00:00:00,2012-03-06 11:23:00,12,22,3,30,0.66,3,finished,"a:4:{s:5:""sunny"";i:10;s:5:""rainy"";i:25;s:8:""thundery"";i:40;s:5:""snowy"";i:25;}",sunny
85,2012-03-06 00:00:00,2012-03-06 10:39:00,12,22,55,30,0.66,22,finished,"a:4:{s:5:""sunny"";i:100;s:5:""rainy"";i:0;s:8:""thundery"";i:0;s:5:""snowy"";i:0;}",sunny
86,2012-03-06 00:00:00,2012-03-06 10:40:00,12,22,55,30,0.66,22,finished,"a:4:{s:5:""sunny"";i:10;s:5:""rainy"";i:85;s:8:""thundery"";i:5;s:5:""snowy"";i:0;}",rainy
87,2012-03-06 00:00:00,2012-03-06 11:22:00,12,22,3,30,0.66,3,finished,"a:4:{s:5:""sunny"";i:75;s:5:""rainy"";i:15;s:8:""thundery"";i:10;s:5:""snowy"";i:0;}",sunny
88,2012-03-06 00:00:00,2012-03-06 11:22:00,12,22,3,30,0.66,22,finished,"a:4:{s:5:""sunny"";i:35;s:5:""rainy"";i:30;s:8:""thundery"";i:25;s:5:""snowy"";i:10;}",sunny
89,2012-03-06 00:00:00,2012-03-06 10:44:00,12,55,48,30,0.3975,48,finished,"a:4:{s:5:""sunny"";i:65;s:5:""rainy"";i:5;s:8:""thundery"";i:15;s:5:""snowy"";i:15;}",sunny
90,2012-03-06 00:00:00,2012-03-06 11:10:00,12,22,20,30,0.66,22,finished,"a:4:{s:5:""sunny"";i:45;s:5:""rainy"";i:15;s:8:""thundery"";i:10;s:5:""snowy"";i:30;}",sunny
91,2012-03-06 00:00:00,2012-03-06 10:55:00,12,22,20,30,0.66,22,finished,"a:4:{s:5:""sunny"";i:65;s:5:""rainy"";i:30;s:8:""thundery"";i:5;s:5:""snowy"";i:0;}",sunny
92,2012-03-06 00:00:00,2012-03-06 10:45:00,12,55,48,30,0.3975,55,finished,"a:4:{s:5:""sunny"";i:75;s:5:""rainy"";i:0;s:8:""thundery"";i:25;s:5:""snowy"";i:0;}",sunny
93,2012-03-06 00:00:00,2012-03-06 10:45:00,12,55,48,30,0.3975,55,finished,"a:4:{s:5:""sunny"";i:45;s:5:""rainy"";i:50;s:8:""thundery"";i:0;s:5:""snowy"";i:5;}",rainy
94,2012-03-06 00:00:00,2012-03-06 10:45:00,12,55,48,30,0.3975,48,finished,"a:4:{s:5:""sunny"";i:75;s:5:""rainy"";i:15;s:8:""thundery"";i:10;s:5:""snowy"";i:0;}",sunny
95,2012-03-06 00:00:00,2012-03-06 10:48:00,12,55,48,30,0.3975,48,finished,"a:4:{s:5:""sunny"";i:0;s:5:""rainy"";i:35;s:8:""thundery"";i:40;s:5:""snowy"";i:25;}",rainy
96,2012-03-06 00:00:00,2012-03-06 13:05:00,12,48,21,30,0.375,21,finished,"a:4:{s:5:""sunny"";i:5;s:5:""rainy"";i:0;s:8:""thundery"";i:20;s:5:""snowy"";i:75;}",snowy
97,2012-03-06 00:00:00,2012-03-06 12:36:00,12,48,18,30,0.375,18,finished,"a:4:{s:5:""sunny"";i:70;s:5:""rainy"";i:5;s:8:""thundery"";i:0;s:5:""snowy"";i:25;}",sunny
98,2012-03-06 00:00:00,2012-03-06 13:07:00,12,48,21,30,0.375,21,finished,"a:4:{s:5:""sunny"";i:40;s:5:""rainy"";i:40;s:8:""thundery"";i:10;s:5:""snowy"";i:10;}",rainy
99,2012-03-06 00:00:00,2012-03-06 11:39:00,12,48,60,30,0.375,60,finished,"a:4:{s:5:""sunny"";i:40;s:5:""rainy"";i:0;s:8:""thundery"";i:40;s:5:""snowy"";i:20;}",sunny
100,2012-03-06 00:00:00,2012-03-06 11:38:00,12,48,60,30,0.375,48,finished,"a:4:{s:5:""sunny"";i:100;s:5:""rainy"";i:0;s:8:""thundery"";i:0;s:5:""snowy"";i:0;}",sunny
101,2012-03-06 00:00:00,2012-03-06 12:36:00,12,48,18,30,0.375,18,finished,"a:4:{s:5:""sunny"";i:25;s:5:""rainy"";i:75;s:8:""thundery"";i:0;s:5:""snowy"";i:0;}",rainy
